path,genres
947512.jpg,"[11, 9, 8]"
2141.jpg,"[0, 18]"
41600.jpg,[8]
787.jpg,"[3, 8, 0, 4]"
788.jpg,"[8, 0, 9]"
388794.jpg,"[2, 0]"
37799.jpg,[0]
15865.jpg,"[4, 0]"
111626.jpg,"[5, 10, 4]"
62835.jpg,"[3, 4, 5, 0]"
52356.jpg,[0]
259665.jpg,"[0, 10]"
49444.jpg,"[11, 9, 8]"
1024600.jpg,"[0, 13]"
12536.jpg,"[8, 9, 18]"
398818.jpg,"[10, 0]"
111626.jpg,"[5, 10, 4]"
189804.jpg,[0]
10610.jpg,"[4, 2, 3, 8]"
9062.jpg,"[10, 0]"
1286846.jpg,[1]
33018.jpg,"[0, 1, 12, 4]"
11827.jpg,"[11, 7, 6, 2, 13]"
940721.jpg,"[7, 1, 3]"
1511441.jpg,"[9, 0]"
993784.jpg,"[1, 8, 10]"
77635.jpg,"[0, 3]"
293450.jpg,[0]
629542.jpg,"[9, 8, 5, 6, 11, 3]"
85126.jpg,"[5, 3, 12, 0, 4]"
746036.jpg,"[3, 8, 10]"
1002226.jpg,[1]
357026.jpg,"[8, 1]"
770724.jpg,[0]
263115.jpg,"[3, 0, 7]"
1025313.jpg,[0]
136670.jpg,[0]
1433719.jpg,"[4, 5, 3]"
508439.jpg,"[9, 8, 6, 11, 2]"
710356.jpg,"[10, 0]"
1184156.jpg,"[3, 5, 0]"
1014390.jpg,"[3, 5, 4]"
1147416.jpg,"[11, 6, 3, 2]"
927107.jpg,"[3, 4]"
1419027.jpg,"[1, 4]"
286313.jpg,"[0, 8]"
572802.jpg,"[3, 6, 2]"
1137350.jpg,"[8, 6, 5]"
1490891.jpg,"[10, 8, 18]"
325134.jpg,"[10, 8]"
446807.jpg,"[3, 5, 4]"
318861.jpg,[8]
326359.jpg,"[11, 9, 6, 8]"
833013.jpg,"[11, 0, 6, 2]"
502747.jpg,"[17, 13]"
752573.jpg,"[3, 4]"
1109406.jpg,"[4, 1]"
74997.jpg,"[0, 1, 5]"
77663.jpg,"[3, 4]"
375052.jpg,[0]
472751.jpg,"[8, 5]"
42552.jpg,"[3, 4]"
687238.jpg,"[3, 7]"
524247.jpg,[4]
32390.jpg,[8]
297.jpg,"[2, 0, 10]"
200700.jpg,[8]
15689.jpg,"[8, 3, 1, 7]"
893508.jpg,"[5, 0, 4]"
6552.jpg,"[8, 1, 2, 10]"
43896.jpg,"[5, 0]"
846573.jpg,[0]
661897.jpg,"[0, 5, 4]"
134312.jpg,"[0, 10, 2]"
740903.jpg,"[2, 4, 1]"
1175032.jpg,"[0, 8]"
261021.jpg,[0]
1443159.jpg,[8]
636207.jpg,"[11, 8, 6]"
13073.jpg,"[8, 0]"
480432.jpg,[17]
50544.jpg,"[10, 8]"
79698.jpg,"[3, 6, 7, 10]"
392920.jpg,[8]
263765.jpg,[17]
205392.jpg,"[7, 10, 3, 11]"
1041613.jpg,"[1, 12, 4]"
641731.jpg,"[11, 8, 9, 2, 13]"
641731.jpg,"[11, 3, 2, 4]"
156090.jpg,"[8, 0]"
25908.jpg,"[0, 16]"
1049638.jpg,"[8, 10]"
59725.jpg,[8]
434075.jpg,"[0, 4]"
370567.jpg,"[11, 9, 2, 8, 6, 12]"
24829.jpg,"[2, 1, 3, 8, 4, 7]"
326703.jpg,[3]
49046.jpg,"[15, 16, 0]"
36669.jpg,"[6, 3, 4]"
1079643.jpg,"[1, 4]"
893508.jpg,"[5, 0, 4]"
910365.jpg,"[16, 15, 0]"
400401.jpg,"[5, 0]"
746333.jpg,"[8, 3, 9]"
1130022.jpg,"[5, 0, 4]"
1058678.jpg,[17]
53619.jpg,"[8, 13]"
497698.jpg,"[3, 6, 7]"
472543.jpg,"[8, 0]"
662273.jpg,[13]
20544.jpg,"[18, 0]"
10186.jpg,"[8, 13]"
377449.jpg,"[0, 5, 4]"
384018.jpg,"[3, 6, 8]"
59106.jpg,[0]
477576.jpg,[1]
191453.jpg,"[6, 2, 0]"
304135.jpg,"[0, 10]"
419430.jpg,"[12, 4, 1]"
3419.jpg,"[12, 4]"
6520.jpg,"[3, 6, 0, 10]"
348678.jpg,"[8, 0]"
10527.jpg,"[6, 11, 8, 9]"
588073.jpg,"[3, 5]"
42456.jpg,"[8, 10]"
1352755.jpg,"[10, 8]"
1109406.jpg,"[4, 1]"
37748.jpg,"[8, 3, 14]"
44436.jpg,"[13, 1]"
4256.jpg,[8]
1182387.jpg,"[3, 5, 4, 0]"
72054.jpg,[8]
88042.jpg,[8]
570454.jpg,[8]
486463.jpg,[0]
28668.jpg,"[4, 12]"
39215.jpg,[11]
600354.jpg,[0]
2028.jpg,"[10, 8, 0]"
33201.jpg,"[6, 0, 18]"
1104845.jpg,"[9, 8, 6, 11]"
958192.jpg,[0]
288655.jpg,"[7, 10]"
482629.jpg,"[8, 0, 9]"
6844.jpg,"[0, 16]"
501724.jpg,[0]
609615.jpg,[0]
186066.jpg,"[8, 0]"
199556.jpg,[3]
275729.jpg,[4]
496312.jpg,[8]
671758.jpg,"[5, 4, 0]"
11224.jpg,"[9, 2, 11, 10]"
82662.jpg,[0]
207762.jpg,[0]
434275.jpg,[8]
31614.jpg,"[5, 0]"
31037.jpg,"[0, 16, 15]"
101299.jpg,"[6, 3, 7]"
613349.jpg,[8]
563470.jpg,"[0, 16]"
414958.jpg,[8]
312849.jpg,"[0, 2, 4]"
1579.jpg,"[3, 0, 16]"
669665.jpg,[0]
133339.jpg,"[1, 7]"
273481.jpg,"[3, 5, 4]"
41600.jpg,[8]
770.jpg,"[0, 15, 10]"
21927.jpg,"[1, 4]"
72105.jpg,"[8, 2]"
57520.jpg,[8]
798021.jpg,"[8, 2, 9]"
369957.jpg,"[10, 8]"
1008038.jpg,[0]
21202.jpg,[13]
26860.jpg,[1]
240905.jpg,"[3, 8, 18]"
527796.jpg,[13]
548998.jpg,"[5, 0, 4]"
38615.jpg,"[8, 13]"
29800.jpg,"[3, 6, 4]"
53745.jpg,[11]
61901.jpg,"[7, 11]"
138456.jpg,"[0, 5]"
2252.jpg,"[4, 5, 12]"
67717.jpg,"[3, 14]"
912032.jpg,"[1, 7]"
151611.jpg,[0]
1279028.jpg,"[8, 0]"
389015.jpg,"[0, 8]"
935903.jpg,"[8, 12, 4]"
194031.jpg,[1]
65760.jpg,"[0, 4, 5]"
6366.jpg,[8]
13186.jpg,"[1, 4]"
1506450.jpg,"[0, 10]"
10527.jpg,"[6, 11, 8, 9]"
25908.jpg,"[0, 16]"
103658.jpg,"[0, 18, 8]"
236041.jpg,"[0, 8]"
214756.jpg,"[8, 2]"
17637.jpg,"[6, 0, 10]"
55797.jpg,"[11, 9, 18]"
29800.jpg,"[3, 6, 4]"
746333.jpg,"[8, 3, 9]"
80015.jpg,[8]
1060060.jpg,[0]
20663.jpg,"[5, 12]"
988228.jpg,"[8, 0]"
1492608.jpg,[17]
1263256.jpg,[8]
130953.jpg,[8]
13009.jpg,"[8, 1, 7]"
82662.jpg,[0]
287649.jpg,"[4, 0, 10]"
421892.jpg,"[11, 9, 8, 2]"
386152.jpg,[17]
109376.jpg,[14]
57483.jpg,"[15, 3, 4]"
732310.jpg,"[9, 8]"
7735.jpg,"[0, 4]"
560044.jpg,"[11, 8, 9, 2]"
502164.jpg,[17]
502164.jpg,"[10, 0]"
97632.jpg,"[3, 4, 7, 15]"
56857.jpg,"[9, 8, 0]"
11368.jpg,"[5, 0, 4]"
9499.jpg,"[0, 10, 8]"
434376.jpg,"[4, 0, 12]"
588.jpg,"[1, 12]"
1237772.jpg,"[5, 4]"
294640.jpg,"[8, 0]"
1158416.jpg,"[0, 1]"
322773.jpg,"[8, 12, 9]"
322773.jpg,"[6, 0]"
322773.jpg,[2]
166428.jpg,"[11, 9, 6]"
312849.jpg,"[0, 2, 4]"
565028.jpg,"[1, 4]"
99460.jpg,"[10, 8]"
7345.jpg,[0]
763164.jpg,"[3, 4, 7]"
453257.jpg,[17]
889737.jpg,"[0, 5, 4]"
566525.jpg,"[3, 6, 2]"
566525.jpg,"[8, 18]"
106136.jpg,"[10, 0]"
281957.jpg,"[14, 0, 6]"
1290190.jpg,"[3, 6, 2]"
982620.jpg,"[12, 4, 1]"
1330400.jpg,[4]
269368.jpg,"[8, 0]"
151611.jpg,[0]
62728.jpg,"[0, 4, 5]"
58098.jpg,[0]
382437.jpg,"[7, 1]"
429742.jpg,[1]
386152.jpg,[17]
388794.jpg,"[2, 0]"
17409.jpg,[14]
534985.jpg,"[3, 4, 8]"
205392.jpg,"[7, 10, 3, 11]"
227483.jpg,[0]
1192179.jpg,"[5, 4]"
9911.jpg,"[3, 5, 4]"
1298829.jpg,"[4, 18]"
1093897.jpg,[0]
171137.jpg,"[5, 12]"
53024.jpg,"[13, 17]"
598058.jpg,[4]
12160.jpg,"[14, 0, 3, 6]"
1241755.jpg,[0]
189804.jpg,[0]
122906.jpg,"[0, 10, 2]"
283361.jpg,"[0, 12, 4]"
1352624.jpg,"[0, 5]"
2241.jpg,[8]
133688.jpg,[8]
48719.jpg,"[8, 10]"
1593.jpg,"[3, 6, 8, 9, 2]"
1508266.jpg,[10]
9407.jpg,"[5, 0, 4]"
105865.jpg,"[0, 1]"
833013.jpg,"[11, 0, 6, 2]"
337447.jpg,"[4, 5]"
612096.jpg,[0]
72105.jpg,"[8, 2]"
1222861.jpg,"[8, 18]"
597958.jpg,"[17, 13]"
292777.jpg,"[12, 4, 0, 1]"
24177.jpg,[8]
42743.jpg,[7]
459403.jpg,"[0, 3, 9]"
459403.jpg,[17]
9283.jpg,"[8, 0, 10]"
776528.jpg,[17]
667739.jpg,"[3, 6, 8]"
162145.jpg,"[4, 8, 5]"
1198984.jpg,"[1, 4]"
314057.jpg,[0]
920394.jpg,"[0, 13]"
79290.jpg,[0]
360776.jpg,[3]
42083.jpg,"[12, 4, 8]"
94533.jpg,"[14, 5, 0, 10]"
12156.jpg,[0]
50271.jpg,"[0, 10, 6]"
496318.jpg,"[3, 7]"
2335.jpg,"[3, 8, 5]"
794767.jpg,"[9, 6]"
155503.jpg,"[4, 0, 18]"
105865.jpg,"[0, 1]"
520318.jpg,[0]
359724.jpg,"[0, 3, 16]"
130736.jpg,[8]
323692.jpg,"[0, 8]"
1237772.jpg,"[5, 4]"
21564.jpg,"[5, 0, 10]"
74216.jpg,[8]
8355.jpg,"[11, 8, 9, 6]"
927107.jpg,"[3, 4]"
583046.jpg,[1]
1149504.jpg,"[8, 5]"
84892.jpg,[0]
14440.jpg,"[1, 4]"
79172.jpg,[17]
288655.jpg,"[7, 10]"
262543.jpg,"[4, 7]"
133688.jpg,[8]
98962.jpg,[8]
1339658.jpg,"[10, 8, 4]"
658585.jpg,"[9, 5]"
48852.jpg,"[8, 5, 0]"
340674.jpg,"[0, 4]"
854207.jpg,"[18, 8, 10]"
925603.jpg,[8]
969492.jpg,"[3, 15, 4]"
1368820.jpg,"[0, 10]"
1525727.jpg,[17]
426814.jpg,"[1, 4]"
685814.jpg,[17]
330214.jpg,"[1, 4]"
42172.jpg,"[12, 0, 5]"
577640.jpg,[5]
10632.jpg,"[0, 3, 4, 5]"
31414.jpg,[0]
6977.jpg,"[5, 4, 14]"
207721.jpg,[8]
120386.jpg,"[10, 0]"
150823.jpg,[14]
684139.jpg,[1]
316110.jpg,[8]
56857.jpg,"[9, 8, 0]"
11888.jpg,"[8, 9, 6]"
79896.jpg,"[8, 1, 15]"
24177.jpg,[8]
42683.jpg,"[5, 0]"
362476.jpg,[8]
26360.jpg,"[17, 13]"
255799.jpg,[0]
278927.jpg,"[9, 6, 2]"
9778.jpg,"[8, 10]"
1190511.jpg,"[8, 0]"
472543.jpg,"[8, 0]"
299054.jpg,"[3, 6, 4]"
71.jpg,"[0, 8, 13]"
293226.jpg,"[6, 8]"
57919.jpg,[0]
1039690.jpg,"[4, 3, 5, 0]"
645788.jpg,"[3, 4]"
229684.jpg,[0]
168705.jpg,"[2, 1]"
568973.jpg,[0]
665753.jpg,[8]
11970.jpg,"[11, 9, 2, 6, 8, 10]"
555604.jpg,"[11, 2, 6, 0]"
871699.jpg,[8]
1195506.jpg,"[3, 8, 4]"
504148.jpg,[3]
1440.jpg,"[0, 10]"
87101.jpg,"[7, 3, 4, 6]"
296917.jpg,"[11, 7, 3]"
420817.jpg,"[6, 2, 10, 9]"
2493.jpg,"[6, 9, 2, 8, 10]"
44258.jpg,"[13, 0, 16]"
391792.jpg,[0]
342995.jpg,"[0, 10]"
10406.jpg,[8]
63996.jpg,[0]
426814.jpg,"[1, 4]"
76340.jpg,"[3, 4, 7]"
1010600.jpg,"[1, 4]"
133339.jpg,"[1, 7]"
928358.jpg,[0]
568021.jpg,"[10, 0]"
71548.jpg,"[1, 14]"
8270.jpg,"[5, 0, 4]"
101120.jpg,"[8, 12]"
4553.jpg,"[4, 0]"
50835.jpg,"[0, 4]"
11364.jpg,"[10, 0]"
9904.jpg,"[9, 11]"
26535.jpg,"[8, 10, 0]"
262504.jpg,"[6, 7, 3, 12]"
597368.jpg,"[6, 0, 4]"
454626.jpg,"[3, 7, 8, 9]"
47606.jpg,"[4, 1]"
182499.jpg,"[4, 1]"
111302.jpg,"[5, 0, 10]"
444902.jpg,"[0, 10]"
960057.jpg,"[8, 10]"
698528.jpg,[8]
1183204.jpg,[0]
427023.jpg,[3]
655187.jpg,"[0, 16]"
195757.jpg,"[0, 10]"
209875.jpg,"[4, 0]"
532639.jpg,"[2, 6, 9]"
36614.jpg,"[8, 0, 10]"
658585.jpg,"[9, 5]"
278126.jpg,[8]
666154.jpg,"[11, 6, 9]"
27791.jpg,[1]
646711.jpg,[8]
403100.jpg,"[8, 1, 12, 10]"
11013.jpg,"[10, 0, 8]"
482406.jpg,[8]
2252.jpg,"[4, 5, 12]"
403507.jpg,"[0, 10]"
16442.jpg,"[15, 0]"
13254.jpg,"[0, 1]"
92056.jpg,"[0, 15]"
13768.jpg,"[0, 9, 2, 10]"
290251.jpg,"[2, 8, 9]"
1409925.jpg,[0]
344968.jpg,[0]
1010600.jpg,"[1, 4]"
560038.jpg,[1]
43560.jpg,[8]
23449.jpg,[8]
1007698.jpg,[17]
16577.jpg,"[11, 3, 9, 7]"
1185029.jpg,"[17, 1]"
826367.jpg,[17]
32631.jpg,"[3, 0, 4]"
315055.jpg,"[4, 0]"
1214502.jpg,[17]
3595.jpg,"[3, 4]"
9952.jpg,"[6, 0, 15]"
340674.jpg,"[0, 4]"
1024600.jpg,"[0, 13]"
66092.jpg,[0]
98090.jpg,"[3, 6, 8, 5, 7, 1]"
611370.jpg,[1]
453.jpg,"[0, 10]"
197631.jpg,"[0, 18]"
451048.jpg,"[2, 6]"
605801.jpg,"[0, 8]"
1211002.jpg,[8]
745272.jpg,[17]
106021.jpg,"[3, 4]"
1484996.jpg,"[9, 8, 18]"
123.jpg,"[6, 11, 2]"
656483.jpg,"[0, 10]"
1316092.jpg,"[0, 10]"
830.jpg,"[7, 6]"
299789.jpg,"[0, 8]"
292044.jpg,[0]
17979.jpg,"[11, 9, 2, 0]"
173747.jpg,"[11, 14, 8]"
138357.jpg,"[0, 6]"
57949.jpg,"[7, 6, 1]"
157433.jpg,[1]
546342.jpg,[1]
1091.jpg,"[1, 12, 7]"
1007698.jpg,[17]
757055.jpg,[1]
357026.jpg,"[8, 1]"
711696.jpg,"[8, 0]"
12230.jpg,"[6, 11, 8, 9]"
17654.jpg,[7]
14254.jpg,[1]
925603.jpg,[8]
127798.jpg,"[10, 0, 16]"
27989.jpg,"[8, 10]"
166060.jpg,"[0, 12, 1]"
545815.jpg,[1]
239109.jpg,"[4, 0]"
500.jpg,"[5, 4]"
10362.jpg,"[0, 10]"
10362.jpg,[8]
509329.jpg,"[8, 0]"
236004.jpg,[11]
621728.jpg,[0]
449753.jpg,"[1, 4]"
290730.jpg,"[6, 3, 8, 7]"
138103.jpg,"[3, 6, 4]"
71098.jpg,[8]
4442.jpg,"[6, 2, 3, 8, 4]"
454983.jpg,"[10, 8]"
75162.jpg,"[0, 3, 10]"
272634.jpg,"[0, 2, 12, 4, 1]"
29792.jpg,"[18, 1, 7, 3]"
325840.jpg,[8]
15389.jpg,"[8, 0, 10]"
89931.jpg,[8]
285463.jpg,"[0, 8]"
302644.jpg,"[8, 1, 4]"
1455079.jpg,"[10, 8]"
663566.jpg,"[0, 10, 18, 4]"
322773.jpg,"[8, 12, 9]"
20328.jpg,[17]
213131.jpg,[8]
1329336.jpg,"[11, 8]"
50271.jpg,"[0, 10, 6]"
301528.jpg,"[9, 8, 11, 6]"
588.jpg,"[1, 12]"
77632.jpg,[14]
747.jpg,"[1, 8]"
138223.jpg,"[4, 5, 1]"
245301.jpg,[0]
159618.jpg,"[8, 0]"
9952.jpg,"[6, 0, 15]"
585213.jpg,[3]
307619.jpg,"[3, 5, 0]"
49046.jpg,"[15, 16, 0]"
1546050.jpg,[2]
488350.jpg,[1]
480434.jpg,"[0, 4]"
61901.jpg,"[7, 11]"
1355147.jpg,"[1, 0]"
1072890.jpg,"[3, 2]"
407794.jpg,"[4, 5, 0, 10]"
136670.jpg,[0]
893752.jpg,"[8, 0]"
91728.jpg,"[8, 5]"
979251.jpg,[8]
53000.jpg,"[3, 4, 5]"
1226578.jpg,"[5, 1, 4]"
300625.jpg,[0]
131634.jpg,"[3, 6, 7]"
257586.jpg,[8]
611370.jpg,[1]
17436.jpg,"[0, 5, 4]"
1087092.jpg,"[10, 8]"
367295.jpg,"[0, 8]"
1101401.jpg,"[4, 8]"
1159472.jpg,"[0, 5, 4]"
1159472.jpg,[8]
265265.jpg,[4]
37294.jpg,[14]
177677.jpg,"[3, 6]"
711.jpg,"[0, 16]"
531299.jpg,"[3, 6, 4]"
419639.jpg,"[4, 0, 1]"
36630.jpg,"[0, 10, 4]"
1377413.jpg,[1]
57165.jpg,"[2, 6, 3]"
1058537.jpg,"[1, 3, 2, 6]"
6038.jpg,"[3, 6, 8, 14]"
407794.jpg,"[4, 5, 0, 10]"
696826.jpg,[8]
801335.jpg,"[4, 5, 18]"
149839.jpg,"[0, 10]"
807420.jpg,"[0, 8]"
455236.jpg,"[3, 5, 4]"
319275.jpg,[8]
10200.jpg,"[0, 7, 4]"
1008042.jpg,[1]
379138.jpg,"[10, 0, 8]"
30352.jpg,"[3, 8, 5]"
242582.jpg,"[5, 0, 4]"
617.jpg,"[12, 4, 0]"
6058.jpg,"[3, 4]"
9455.jpg,"[3, 5, 4, 0]"
353184.jpg,"[1, 8, 2]"
13768.jpg,"[0, 9, 2, 10]"
842924.jpg,"[2, 0]"
288532.jpg,[8]
1397854.jpg,"[8, 10]"
645753.jpg,[1]
146270.jpg,"[3, 5, 0]"
577640.jpg,[5]
110415.jpg,"[3, 7, 0]"
10649.jpg,"[5, 3]"
660887.jpg,"[0, 5]"
660887.jpg,[0]
577851.jpg,[15]
377.jpg,[1]
42692.jpg,"[0, 10, 16]"
123243.jpg,[8]
200700.jpg,[8]
400638.jpg,[17]
415800.jpg,"[0, 10]"
50448.jpg,"[1, 4, 0, 18]"
44089.jpg,[13]
54794.jpg,"[0, 8]"
54794.jpg,[8]
16577.jpg,"[11, 3, 9, 7]"
1059372.jpg,"[0, 10, 2]"
287948.jpg,"[3, 4, 5]"
6471.jpg,[8]
1271474.jpg,[3]
15156.jpg,"[0, 4, 5]"
482406.jpg,[8]
55.jpg,"[0, 4]"
235093.jpg,[0]
40039.jpg,"[1, 7, 4]"
137230.jpg,"[7, 3, 0]"
409700.jpg,[0]
4482.jpg,"[8, 10]"
63591.jpg,"[8, 10, 13]"
1182387.jpg,"[3, 5, 4, 0]"
828613.jpg,"[10, 8]"
735560.jpg,[0]
493922.jpg,"[1, 12, 4]"
166060.jpg,"[0, 12, 1]"
27244.jpg,"[1, 2, 7]"
1180660.jpg,"[18, 8, 10, 0]"
204082.jpg,"[3, 4]"
147568.jpg,"[9, 0]"
120632.jpg,[1]
1064028.jpg,"[7, 1, 4]"
146608.jpg,"[3, 4]"
144650.jpg,"[5, 0]"
64708.jpg,"[11, 15]"
88350.jpg,"[1, 0]"
504116.jpg,[0]
342786.jpg,[17]
80015.jpg,[8]
20328.jpg,[17]
765486.jpg,[8]
1103937.jpg,"[5, 4]"
386025.jpg,"[0, 16]"
12783.jpg,"[0, 16, 10]"
1242404.jpg,[0]
1372619.jpg,[8]
673621.jpg,"[5, 8]"
131507.jpg,[8]
30789.jpg,"[1, 4]"
19555.jpg,"[8, 5]"
31777.jpg,"[0, 10]"
448940.jpg,"[3, 4]"
260063.jpg,"[3, 15, 0]"
61930.jpg,[8]
4443.jpg,"[1, 4]"
261000.jpg,[0]
530595.jpg,"[0, 5]"
530595.jpg,[8]
136464.jpg,"[8, 0]"
1418512.jpg,[0]
1418512.jpg,"[18, 0]"
1647.jpg,"[3, 4]"
590223.jpg,"[8, 6, 7, 3]"
2770.jpg,"[8, 10]"
864390.jpg,"[11, 18, 8, 9]"
406759.jpg,"[7, 6, 3]"
1406519.jpg,"[1, 4]"
41210.jpg,"[8, 10, 0]"
67594.jpg,"[11, 9, 8]"
15482.jpg,"[8, 1, 7]"
138357.jpg,"[0, 6]"
541660.jpg,[0]
271969.jpg,"[3, 16, 6, 0]"
2405.jpg,"[6, 0, 18]"
1196470.jpg,"[7, 4, 6, 3]"
205587.jpg,[0]
928358.jpg,[0]
477634.jpg,[4]
166216.jpg,[17]
157433.jpg,[1]
39259.jpg,[1]
1419027.jpg,"[1, 4]"
1484996.jpg,"[9, 8, 18]"
214844.jpg,"[5, 10, 4, 18]"
15846.jpg,"[1, 14]"
47436.jpg,"[3, 6, 1]"
22473.jpg,"[0, 4]"
353184.jpg,"[1, 8, 2]"
508370.jpg,[5]
149490.jpg,"[8, 10, 18]"
370470.jpg,[4]
744941.jpg,"[18, 10]"
29568.jpg,"[0, 10]"
29568.jpg,[8]
67298.jpg,"[13, 8, 16]"
153518.jpg,"[11, 6, 8, 9]"
73646.jpg,"[4, 18]"
115.jpg,"[8, 5]"
1470334.jpg,"[11, 9, 6]"
514277.jpg,"[5, 1, 4]"
2077.jpg,[8]
1215918.jpg,"[4, 0, 12, 1, 5]"
214681.jpg,"[18, 4]"
214681.jpg,[17]
355727.jpg,"[8, 0, 10]"
593395.jpg,"[5, 3, 12, 4]"
292201.jpg,"[8, 9]"
435028.jpg,"[0, 10]"
50177.jpg,[4]
994138.jpg,[1]
553593.jpg,"[0, 3]"
213208.jpg,[1]
731776.jpg,"[1, 4]"
1559827.jpg,"[1, 5, 4]"
572292.jpg,[0]
42552.jpg,"[3, 4]"
386030.jpg,"[1, 4]"
386030.jpg,[8]
927755.jpg,"[18, 8, 10]"
1030571.jpg,"[0, 4]"
1273221.jpg,"[8, 1]"
92056.jpg,"[0, 15]"
530385.jpg,"[1, 0, 12]"
333386.jpg,"[14, 0]"
238305.jpg,"[18, 5, 4]"
25724.jpg,"[5, 0, 4]"
25724.jpg,[17]
426257.jpg,[0]
1048743.jpg,[8]
425176.jpg,[8]
242462.jpg,[4]
92675.jpg,"[4, 18]"
7303.jpg,"[8, 0, 10]"
34337.jpg,"[3, 4, 5, 0]"
1484674.jpg,[3]
378813.jpg,"[0, 2]"
32631.jpg,"[3, 0, 4]"
10555.jpg,"[11, 3, 8, 9]"
399051.jpg,[14]
597032.jpg,"[3, 5, 4]"
419478.jpg,"[10, 0]"
211867.jpg,[8]
495131.jpg,[0]
214681.jpg,"[18, 4]"
495694.jpg,[0]
643882.jpg,"[9, 10, 8, 18]"
74561.jpg,[3]
336402.jpg,[0]
1339658.jpg,"[10, 8, 4]"
403507.jpg,"[0, 10]"
395.jpg,"[6, 7, 3, 1]"
522627.jpg,"[8, 5]"
143822.jpg,[0]
594689.jpg,"[1, 4, 5]"
372886.jpg,"[5, 0]"
1135176.jpg,"[0, 12, 4]"
1029986.jpg,"[8, 12]"
302644.jpg,"[8, 1, 4]"
21208.jpg,"[1, 4]"
673304.jpg,"[4, 12, 18]"
1410082.jpg,"[3, 4]"
786.jpg,"[0, 13]"
466420.jpg,"[5, 16, 0]"
8916.jpg,"[11, 9, 8, 6, 15, 10]"
227483.jpg,[0]
1372609.jpg,[8]
46127.jpg,"[8, 0, 9, 18]"
18971.jpg,"[8, 0]"
79698.jpg,"[3, 6, 7, 10]"
285363.jpg,[1]
4584.jpg,"[0, 10]"
82507.jpg,"[1, 4, 12]"
354859.jpg,"[16, 10, 0]"
434355.jpg,"[3, 8, 5]"
181533.jpg,"[6, 8, 2, 9]"
711978.jpg,[10]
1568513.jpg,"[3, 6]"
386172.jpg,"[4, 1, 7]"
7553.jpg,"[8, 10]"
1023922.jpg,"[1, 4]"
607776.jpg,[1]
458353.jpg,"[4, 1]"
66083.jpg,[0]
161132.jpg,"[5, 4, 0]"
17979.jpg,"[11, 9, 2, 0]"
152599.jpg,"[0, 10]"
1422084.jpg,[0]
718821.jpg,"[3, 4]"
158139.jpg,[0]
435097.jpg,[1]
289790.jpg,"[10, 6]"
2280.jpg,"[2, 0, 8, 10, 9]"
9489.jpg,"[8, 10]"
37136.jpg,"[8, 5]"
43671.jpg,"[5, 0]"
53417.jpg,[8]
288932.jpg,"[8, 0]"
288932.jpg,[4]
171174.jpg,[10]
245301.jpg,[0]
395595.jpg,[13]
146140.jpg,"[5, 0, 4]"
285463.jpg,"[0, 8]"
646.jpg,"[6, 3, 4]"
1317051.jpg,"[5, 4, 15]"
2405.jpg,"[6, 0, 18]"
68406.jpg,[11]
328694.jpg,[0]
440815.jpg,[0]
115383.jpg,"[6, 0, 9]"
31655.jpg,"[1, 12]"
353081.jpg,"[3, 6]"
9499.jpg,"[0, 10, 8]"
929590.jpg,"[15, 3, 0]"
545284.jpg,[4]
12230.jpg,"[6, 11, 8, 9]"
307931.jpg,[17]
327331.jpg,"[0, 13, 8]"
1386827.jpg,"[1, 8]"
79290.jpg,[0]
381288.jpg,"[1, 4]"
377.jpg,[1]
200263.jpg,"[4, 5]"
658976.jpg,"[0, 9]"
2332.jpg,"[3, 8, 6, 5]"
371718.jpg,"[0, 18]"
810714.jpg,"[1, 4]"
810714.jpg,[3]
503752.jpg,"[1, 4]"
105858.jpg,[3]
56292.jpg,"[3, 4, 6]"
16133.jpg,"[12, 8, 4]"
437342.jpg,[1]
762441.jpg,"[1, 7, 4]"
437031.jpg,[15]
959130.jpg,"[17, 13]"
36643.jpg,"[6, 3, 4]"
239180.jpg,"[10, 8, 18]"
1280544.jpg,"[1, 12, 4]"
76.jpg,"[0, 10]"
149490.jpg,"[8, 10, 18]"
76551.jpg,[3]
1422294.jpg,"[1, 12, 4]"
399174.jpg,"[6, 8, 11]"
534985.jpg,"[3, 4, 8]"
293167.jpg,"[3, 6, 2]"
613614.jpg,"[8, 0]"
395697.jpg,"[8, 5, 0]"
89008.jpg,"[8, 10, 0]"
425247.jpg,[8]
43785.jpg,"[0, 14]"
48453.jpg,"[0, 8, 4]"
48453.jpg,"[11, 9]"
530385.jpg,"[1, 0, 12]"
600.jpg,"[0, 15]"
138377.jpg,[0]
14249.jpg,"[4, 10, 0]"
14254.jpg,[1]
9475.jpg,[0]
499042.jpg,[8]
144566.jpg,[0]
1377413.jpg,[1]
863814.jpg,[0]
10368.jpg,"[8, 0, 15]"
1158416.jpg,"[0, 1]"
35169.jpg,"[9, 8]"
516788.jpg,[8]
770.jpg,"[0, 15, 10]"
42734.jpg,"[8, 9]"
138223.jpg,"[4, 5, 1]"
9490.jpg,"[8, 5]"
98203.jpg,"[0, 4]"
21564.jpg,"[5, 0, 10]"
422481.jpg,[0]
321557.jpg,"[3, 0, 10, 4]"
297317.jpg,[8]
227813.jpg,[0]
819504.jpg,"[10, 8, 13, 0]"
1495147.jpg,"[6, 0, 1, 12]"
1258205.jpg,"[7, 1, 8]"
522016.jpg,"[3, 6, 4]"
